text,emotion
mostafezen awy ele bey2olo lordetchy de?,angry
w7sha awii de ya nas,angry
mn a7la surprises wrabena ? 7baiby kolko w isa m3 b3d 3 tol ? w elly nfsna feeh w n3dy,surprise
bent lazeza mabtfakrsh,angry
mood zayelzeft?,angry
w da bardo sabab wageeh.. ana a3raf 2 etala2o fe ahdas 11 september,surprise
mafesh 7aga 3alafekra esmha kda!!,angry
bs ya zft,angry
el mawdo3 da gably truma,sadness
rban yabrek fek ya 7abeby b7bak awiii,happiness
gamed awii el 7war da,happiness
eh elhabal da,surprise
mafesh agmal meno da!,happiness
law msh momken 3shan mba7baksh,angry
el mosaben kteer awiii w 7aga tata3 el alb bsra7a,sadness
emsah y3am emsah,neutral
mashi,neutral
ya3am msh b7bak ana emshy,angry
habebty ya khokha walahy bahebkk w ashofek tany,happiness
hat3asab 3aleko,angry
msh 3rfa heya el hayah wehsha wla ehna el msh bn3rf nshuf gheir el w7sh?,sadness
huwa leh kol l bas btheb l esm da ? da esm mo2rf wallahy,surprise
tmam ?,neutral
h2om alps aho ? msaft el seka ?,neutral
eh el feloos elli te3mel fi nas keda,surprise
akedd el f demaghek ya,neutral
? ?mbtklish 3'erhm ?nsyt ? lsa hstna l b3d cours! d ana bmoot ? ?,neutral
ybny 2nta btmt7n emt7an wa7d d7na bnmt7n kol,fear
feen doll msh la2y sowar leek enta w donia ?,surprise
bas zaky bardo ?,neutral
keda kont amar?,surprise
daisy ya bent el lazena eh el gamal da,happiness
tweets helwa?,neutral
yenfa3 kda ? el 7amd lellah sho3*l sho3*l sho3*l ya wesh el sa3d wel 7*eir ba7ebk awy awy,happiness
fakra?,neutral
shoghl el graduation project kolo da3 haga gamila awi.,sadness
w7sh el 7war da awiii,sadness
tany eh? oul,neutral
khlas baftah el laptop?,neutral
kafaya wag3 diemagh.,angry
hafdl a3da 3la albk ?,angry
elwinsh ?,neutral
aktar so2al bakraho ama yeb2a 7ad 3andy fel beit we ye2oly fe 7amam? la hadretak ehna bene3mlha fel balacona!!?,neutral
3younek,neutral
t2l2esh httzbat oryb,fear
bas khales?,neutral
dh ana ?,neutral
7ayati enti ?,neutral
mabahbkesh w mawahshtneshh.,angry
ermagahahd ly2,neutral
tenet rumah kau ok belom ?,neutral
terima kasih awak ?,neutral
da eh da nfs l tfkeer msa,surprise
feen de yabny?,surprise
hasaha,neutral
hati kene tabah bro bila berjauhan dngan family,neutral
yadeen,neutral
ana ha2oom adrabo 3ala el klam da,angry
7pra ma3 nafsk ama tafdaly t2oly afta7y el hotspot mafts7lk bas,neutral
l2 mesh 3shan kda shofy 3mlty w e7na ray7een el masgad da ha blash natklm hna,neutral
hwa ana baklmk ya yara ana mt5an2a ma3aky 3lshan hagat 3mltiha embar7?,surprise
ya sobhann,neutral
byrga3 ezay tayeb ?,neutral
eh w eh,neutral
? waty waty? tweets w bas keda kefaya 3alek?,sadness
aghany mashrou3 leila aktar aghany tnf3 tshtaghal f bar aghaneehom hadya kda w walahy,neutral
w yehbo nafs l shakhs,surprise
ya allah very beautiful rahiba,happiness
awel mara ab2a msh 3aref a3ml haga.,fear
el gam3a htmwtny walahy,sadness
msh msada2,surprise
el nas btakhud krarat msh adaha khals?,surprise
? awhash araba fel donya? lala wallahi men ahsan l nas l abltha w inshalah rabena m3ak ya,happiness
7elw awii el 7war da ana 3ayez agrabi,happiness
eh el zebala de,angry
ente adra ?,neutral
de makabrt?,neutral
wenty walahy b7bek awiii,happiness
el dof3a de a7gamhom 8areba,surprise
walahy a7san borg sha5sain w kol,neutral
azam belikan lah ?,neutral
ma3 nafskk 3'adn,neutral
a7san bardo ana mbt2aksh,angry
maslan?,neutral
ana ha2om at5ane2 m3ah,angry
heya mesh na2sa bard kman aslun.,fear
da hendi ? :;d,neutral
leeh,sadness
la mt2l2ish 3lia msh ha3ml daploma ana ana 3a2la mat2l2ish wa5rt el ta3lim ht5dy shehda wt3ody f el bet,fear
montaza alexandria,neutral
wlsa el gay a7la,happiness
bethazari,surprise
mara.,neutral
yartha tygy 3la 2016 bass.,fear
ya 7ywan y mohz2 hfd7k hat l sa3a y,angry
mesh momken tekon hatah 3ashan btheb l reha de? huwa lazm kul haga teb'a keda nadafo demghko shuwaya,neutral
fe3ln homa kam had bs kida w khalas,neutral
nkhls mn l term da bs y,fear
hya de el sabb?,neutral
haga zay,neutral
yb2a el 3eb,neutral
akid magebtish 6,fear
hnqrr l mwdu3 tne 7betu w 7bet l film ?,happiness
ana b2et bshof el nas kolha wehsha fa bd3y 3leke akid .,sadness
gam3a wes5a we feeha 3eyal wes5a 7aga te2ref,angry
bestnya wifi laju babai study hello game ?,neutral
i kenot lah this  secute la ya tohan,neutral
wenti a7la bektir nekos,happiness
??: lolo l zalmny daymn bas b7bk walahy?,happiness
tab ios 9.3 da eh denyto,neutral
hwa ana awe,neutral
yekhrbet dma3'k,angry
lek marah-marah nak gi mana x comel dah ah ?,neutral
ana sa3ed awii belmawdo3 da,happiness
de 7aga tday2 w mo7zena f3lan,sadness
ana et3sabt zyada yomha awii bsra7a,angry
hanet hanet ?,neutral
bgd?,surprise
kan 7elm 8aby,angry
ah bas msh dayman,neutral
wana walahy,neutral
ana shklak 8aby w ht8lbna m3ak,angry
lsa sahya mn sa3teen w 3aiza anam tany?,neutral
fadahtek?,neutral
wallahi msh kollo ?,surprise
keda mfesh wala malelm hy5rog mn 5aznt el ?,neutral
msh adra oxembllah,fear
madrasa?,neutral
ana mabsoot awiii,happiness
ana etfg2t awii belmwdoo3 da,surprise
deh 3andaha 40,surprise
dunia akhir zaman sahabat,neutral
msh bayen haga w el 7war b2a ala2 w mo5ef,fear
da sabab kafi 3ala el nas 3ayza menena eh tani ana mesh fahma,surprise
ana mst8rab men 7aga zay kda,surprise
bgd el fulm kan 7elw awiii,happiness
el yom kan gamed w enbstna awiii,happiness
bro7 walhy bs elsob7 bksl anzl blel,neutral
mataradnesh el7sa el gaya el emt7an lsa,neutral
eh el gama da,happiness
la2?,neutral
el 3asha feen ya mama?,angry
eh el7war da shaklo 7aga gdeda,surprise
lel asaf la?,neutral
leeh maynfa3sh a3ml retweet ba3den quote tweet? leeh lazm a3ml quote tweet el awl ba3den a3ml lel tweet retweet?,neutral
fein di?,neutral
meen 2al kda ? ?,neutral
throwbacks el 7afla,neutral
men a7la el tweets el shoftaha b-2mana,happiness
s7 awi,neutral
3ady a7na 3ndna,neutral
b7bk & gdan,happiness
2ktr 7aga t5noo2 lma wa7d y8lt fi 7a2k w kman yz3l mnk shof el brada bta3t el nas,sadness
el echta,neutral
3la da7k,neutral
dh law kan man asln,neutral
mna ba7dr 3ashan el 8yab yabni,neutral
w elhamdullah mafesh la form wla,neutral
the medicine done u k i still take it np i ate with it an apple to keep the doctor away lol,neutral
hat3asab 3aleko kolo law masktosh,angry
ana bamoot,sadness
bshtriha w msh blbs.ha,neutral
gdn wallahi ?,neutral
tab yala 3ashan mando 8abe yeshwehna,angry
da enta ebn lazena walahy,angry
allah yekrem aslak,happiness
el mawdo3 y5awef,fear
e7na bnet3azem la bgd,surprise
ana monbaher men 7aga zay kda ,surprise
mopile aked l'chat law enty bttkhan2y m3 7d msln w olt 7aga hzar x l nos mmkn t2lb bgd w l khna2a tzed ?,angry
?: l msh sayb 7d falo,sadness
lazem n7awar 3shan ne3gb el,sadness
3aib ya gma3a eh el nas koollha leh kda de 2ellet 2adab el nas maba2ash 3ndha dam 5ales wallahy,sadness
maho 3ashan enta ebn 7aram,angry
el khalayga,neutral
ana fe bas el rassed mn,neutral
3amalt keda,neutral
mslan,neutral
howa mwarhosh 7aga wala eh,surprise
l sa7ba l gd3a ? ?,neutral
3eeb el kalam da,angry
tb w lozomha eh ser2et l klam?,sadness
allah yr7amo kan ragel tayeb,sadness
khlas nsit ekhwatakk!?,surprise
mofag2a msh kda,surprise
de 7adota t5awef,fear
wallahe ana msh h2ll mn nafsy w arod 3la ashkalk kfaya awe enk tfdly mahro2a keda ?,angry
eh arf da :-d,angry
"la w kman asdek w7sh, kda kteer awiii",angry
heya el gam3a bt3mel keda leeh,surprise
ana lesa m5las midterm w z3lan mel7asly awii walahy,sadness
el 7war da w7sh awii ana z3lan ,sadness
7raka r5ma awi sar7a :-d mfrod yktbo,sadness
enta msh 5ayef yabny wala eh,fear
lalalala ana kda haz3al,neutral
aiwah,neutral
targma lw sm7t :-d,neutral
alhamdulillah gdluck exm mir!,neutral
da lfaya l-3andlyb wllahy n3ml 3leh session b7alo ?,neutral
la walahy pathetic losers m2adeyenha brdo,neutral
eh yabny el araf da!!,angry
hayro7 spain wala eh,neutral
ah bzabt? nos l kobaya k malyan w kda ? yaretne knt ninja,neutral
it's tuesday m7dsh el 5eer,neutral
bahazzar leeh ? ahom kano byel3abo kaman ?,neutral
wenty kman awe y salmonty walhy,neutral
okay tnzl el mra de ?,neutral
eh el amar da 7elwa gdan,happiness
ana motfa2el bwdo3 el ent5bat da awii,happiness
7war el ent5bat da y5awef el wa7ed my3rafsh howa da5el 3ala eh,fear
ana lesa mtfrag 3ala film 7elw awii enhrdh esmo the killer shofoh,happiness
eh da bgd howa 7aga zay de momken t7sal asasn???,surprise
ana bad7ak w far7an awii dlw2ty,happiness
eh el 7war da,neutral
bgd msh hya over? ?,neutral
hbibt ya basma,neutral
sa7 wallhy?,neutral
leh inshallah,neutral
enty masfrtesh ?,neutral
f3ln,neutral
eissa alah yslmak ya sa7be ?,neutral
ana z3lan 3aleeh awiii rbna yshfeh,sadness
sa7by kan m3aya enbar7 enhrdh e7na bn7da el 3aza bta3o rbna yr7amo,sadness
kan yom eswed yom m3rfta ya sedy,sadness
had m3ah promo codes careem?,neutral
aha okay then let me know how it goes,neutral
la ana kolo tmam el7amdollah ? rbena y5llna masr,neutral
breh2 in sha allah,neutral
la wesel ya basha,neutral
ameen .. ana w kl elmoslmen ?,neutral
tsb7 3la 5eer 3arf lfb fe nas msh k2eba ro7lhm mtft74 twitter w74,neutral
msh da enty blzabt,neutral
b7bokom awiii,happiness
de 7adota t5awef awiii f3lan,fear
kefaya awe mara wa7da,neutral
ana enbhart w etfg2t awii b7aga zay kda,surprise
el 7war da kol mftkro o3od ad7ak awiii,happiness
mt3sbnesh mashy!,angry
gatko nela shba kan kwayez b2a w7sh awii,angry
ana magro7 ya sa7by,sadness
la hawl,neutral
hamoot mn shklk fy2a 3alena y,neutral
3la wad3k?,neutral
eh elmofag2a de ,surprise
7elw awii el kalam da ana mabsoot awii,happiness
el7war tl3 mor3eb awii ya gama3a,surprise
khayfa b2a 3shan 3nda coursat bokra bdry?,fear
mlhash 7al elsora,neutral
mthzarh b2a tany 3shan mt8bash 3alek,angry
enta el bt7ot nafsak f mwakef by5a bardo ya hassan,neutral
gmail m3yesh el pass bt3o nasyah bardo ?,neutral
ah hya,neutral
ehh? swa2 taxi ga3 kal,neutral
walahy wala far2 m3ya bas ana hata nasya pass l insta w 3rft eno bl fb bt3y fa ynf3 ageb lpass bayn fa twiteer msh bftho asln,neutral
yala elhamdolilah h3ml whed gded b2a w 5alas tyb da ynf3 yt2fl,fear
tab khafi meni b2a 3ashan matla3lekish mel dolab,angry
el film 7elw awii ya gma3a shofo hy3gbko,happiness
ana b7b a5rog m3 el 3ela awiii,happiness
dnty tab3 elshela kolha b2a?,neutral
dkhol,neutral
7adr,neutral
malhsh 3elaka,neutral
3rft,neutral
mn8er sabab ana mday2 awiii,neutral
msh ana ely katebha walhy ya omar ?,neutral
konha twsal le level gone girl yeb2a lazem tftekerha ?,neutral
eh ba3d ma asm3ha el b3ed hy2rb wa eh,neutral
nsetohm w aboya etsl bya 2li kotbk hna 2oltlo 5lehom ? 2am shtmni,sadness
asm3 oghnyt enbre7 kan 3omry 20 z3elt awii el morahka 5lset,sadness
zain ann far7a omar yazeed wmkn,neutral
ana mnzltsh l mama sora w mktbtlhash kam kelma 3l instagram yb2a kda mb7bhash,neutral
yarbb,neutral
elgaw 7elw awii nzelt al3ab m3 el kids kont far7ana awiii,happiness
el bio bta3 instagram 3ndy y2ref,angry
eh el hbal da howa da bgd!,surprise
ana msh hashof 7aga zay kda tany f 7yaty,neutral
ah f3ln wshkli haklk yso8nan enta ha ha,neutral
tyb wallhy kowyes enk motfka m3ya fel awdo3 da,neutral
hanam ya,neutral
ana 3agnbny el mawdo3 da,happiness
w7sh awii,angry
ana mt3sab gdan 3alafekra,angry
de 7aga t5awef awii,fear
eh el mofag2a de,surprise
hozn walahy,sadness
ana za3lan awii bgd,sadness
eh el gamal da ,happiness
ana sa3ed awii,happiness
w hena kanet el mofag2a,surprise
ana zah2an awii ma yala nnzel,neutral
tb3n da nta,neutral
msh 3aref mal2etsh ela l emo da flkeyboard tayeb w gada3 w b7bk gedan ra3'm en,neutral
khodelk katafast w 2omi namy shoia el yom bokkra tawel,neutral
aiwa mna 3arf enty ht2olili bashofha,neutral
b7bko gdn wlahe ahla e5wat fe eldonia kolha ?,happiness
ana bakrahak ya hassan,angry
alf salam 3alek ya sa7by z3lt awii awek m3reft ,sadness
de 7aga tday2 f3lan,angry
eh el sa3ada de yabny,happiness
w b3deen y ziena msh ama a3dy mn da l awal ?,neutral
betkalme men,neutral
elso8nn,neutral
? : mn atyb elnas ely 3rftaha ? w mn aktr elnas elda7e7a ely 3rftaha ? 7abeeby walahy yabny,neutral
? tweets helwa bas 3asaby,neutral
?: akhoya elmatny 7abeeby yala walhy mn atyb elnas ely 3rftaha walahy,neutral
: momken mkonsh a3rfk mn zaman bs enta gd3 w tyb fashkh wallahy ?,neutral
da mawdoo3 mor3eb,fear
wana m3ady elshar3 kont hamoot men el5of,fear
eh el araf da,angry
ykhrbeet hlawt omek,neutral
: ?7abeeby yala walhy ?,neutral
eh elhabal ely ba2olo dh ana 3la khaless asasn?,surprise
nty kman w na kman w f3ln by2ulu ma m7ba ala b3d,neutral
7aga t5no2 7ad yfdal 8yran 3alek kda ,angry
palestine 7ora w htfdal 7ora toll el 3omr,neutral
eh el ro3b da,fear
hamout walahy,fear
amar wl emotion ely ba7bo da ! bt3amleny kda leh dana b7bk,surprise
sa3etha kont 5ayfa gdan ,fear
awe ya sara,neutral
? matklmnsh gher mara bas shaklk tayb w tweets,neutral
matklmnash gher kam mara bas demagghk bt3gbny w tweets on point awy,neutral
ana zman makontsh bate'k walahi? bas walahi dlwa'ti bahebk gedan w enti fahma l ba'y?,neutral
ana far7an awii,happiness
walahi enti l wahshani,neutral
eh el araf da yabny enta,angry
? mesh bntklm kteer khaless bas bhebk raghm enk zebala,neutral
he7,neutral
? ya soso you know how much did iloveyou,neutral
when i need a break .. all what i need is even your speech,neutral
damak khafef w tweets helwa?,neutral
aw ice money w 3lih fka gnhat w anss,neutral
enta a5ona yala y hassan wallahy w a7la far7a f donya,happiness
kan fara7 to7faa y gma3a,happiness
? ma3rfkesh bas helwa w tweets on point?,happiness
d7kena m3aky ?lw momkn ?,happiness
mn emta y3ni we7na bnkhaf mn emt7nat,fear
habebti ana kaman bahebl gedan?,happiness
kolna kda,neutral
lesa kont bafkar aktbha we enti fi bali,neutral
lolak ana kan zmany moot,fear
??: ana far7ana awii,happiness
akid btahzr,surprise
3ayz eh brdo ?,surprise
yabny enta mt3rafsh ana b8bak w bstgd3ak ad eh,happiness
wna m7tga 7d bs el3'repa no mafesh 7d mo3in m7tgah,neutral
awey ba2a,neutral
ya gd3an mtkhafosh el emt7an hayegy sahl ,fear
ana 3ayez asfer w a3od odam el bahr 7waly shahr masalan.,happiness
??: 3rftak mn kam shahr bas 7abetak awii,happiness
m3lesh,sadness
beta3,neutral
malk bs fek eh ?,surprise
dana msh tay2o f3lan,angry
hat rkmk azi m3ndesh alwatsapp bt3k ab3to dm,surprise
tb 3ala fekra m3aya iphone aclun y nace7,neutral
aktr 7aga gamda f update ios 9.3 night shift,happiness
eda bas,surprise
aktr 7ga gamda f update ios 9.3 night shift,happiness
men eli by2olo yes dol ?,surprise
sbha 3ala rbna bs enta wa7shni gdan,happiness
7abeby,happiness
salo 3al naby ya ged3ann el sama3at bta3ty ana w 3ayz a8yarlaha el selk kolo,angry
ezay de,neutral
ya 7assona,neutral
b3ayt ?,neutral
? tab nestana 7etta lama yegy w yeshof el sora ?,neutral
ma anta cute ahouh feha ya 7assona,surprise
El-hayat gamila wamle'a bel-farah,happiness
aked playstation mt2olish enk btl3b kora bgad ?,neutral
ana wslt el level da mn zaman.,neutral
Ana sa3id lelghaya belnga7 da fel-emtehan,happiness
ya motawa7esh enta,angry
bs trust me fatra w ht3dy isa,sadness
rody 3al khas,neutral
look ! nte mnzla sho5rmet twettea shakl elmodo3 kber,neutral
l3 khalih ahsn ll ahly ?. w messi blmara,neutral
w enti ya hbibti,happiness
tmam y 7obi,neutral
kulu byhebhumm keda lehh?,happiness
mashy w na bokra hgblk l gdwl brdo ?,neutral
keda b2et nace7 ?,surprise
tip blnsba lw 3aml ba2a b 150 w 5lst b3d 5 ayam yp2a dh eh ?,neutral
msh fahma yart twde7 aktr.,neutral
sam smith maygesh ye3mel concert fmasr?,neutral
the vow ba7s ma3ndosh lma sab 5tbha yboslha w hwa wa2f matwatk fe gabk shwa7lo washo ma3rofa ?,neutral
mesh daiman,neutral
ana mabsoot bel ana 3amalto fel emt7an,happiness
ana msafer bokra l sob7 wallahy ageb al siko silko hanzl ana w enta b3d bokra w al mos7f,neutral
el w2t el 7elw by5las bsor3a awii,happiness
shaklo,neutral
ybny hwa el match ebtada asasn,surprise
ta3ale l gam3a msh hatla2e gheir,neutral
.. wallah 7abebi ya zol @ cairo egypt,fear
tayb mmkn ntshrf b 7drtk f kolya ?,angry
5ayfa agrbha aked htb2a w7sha,fear
??: mesh 3arf walahy a2olk a bs na b7bk y3ne,happiness
ana bakrahko koloko,angry
ana al2an 7aso msh hayegy,fear
shakly motar anadaf el beet!,angry
msh 3arfa eh dud de gat keda,neutral
ah oly kda bs ana b7bek bardo,happiness
3alia al tala2 anti aktar wahda ray2a shooftha f dmaghi.,happiness
elzolm by5laeny mt3sab w msh shayef odamy,angry
la mafesh klam d,neutral
music me ya shabab keda,neutral
shoft 7adsa enhrdh mo7zena awii,sadness
la mat5fesh under control,fear
kol el amaken btfkrny biko wkda,neutral
eh el shatara de,happiness
: ?. l bzbt kalm l nafsy 2ull?:d,neutral
bb2a mabsot awii lama ashofak,happiness
ana ht3sab 3alek b3d elklam da,angry
namy msh 3ayez asm3 sotek,angry
neda2 l ay crush feky ya masr,neutral
eh el mobile el 7elw da,happiness
3la wad3k ya shab7 ana mabsoot beko,happiness
f dahya mb7baksh asasn,angry
aboya lama 3ref en ana s2et kan hymwetny,fear
ana mar3ob men el by7sal fe bara,fear
haha d7ktney walahy ,happiness
el talkshow da 7elw awii lazem tshofoh,happiness
ma balsh raza 3ala el nas b2a ,angry
de 7aga mo7zna awii f3lan,sadness
bestfriends bytla3o a3zar le ba3d bykhtr3o mashakel azon wad7a,sadness
batkhad kol ma a3ml fav l tweet,neutral
howa eh elklam da ana etfge2t,surprise
la ybbi khlas kolha 2 days w hagy a2tlk 34an msh tay2ak,angry
ro7 fe dahya mb7baksh y3am enta,angry
msh mstahel kol elza3al da sa7?,sadness
edeni ramadan de 7elwa awiii hahaha,happiness
ana 3arfa en ana w7sha w ka2eba,sadness
gaw el sheta da bykhaleny 7azena awii w 3ayza asm3 fayroz,sadness
ah 3ala mbc2 film 7elw awii,happiness
rabana yakhalik lea ana b7bak gdan,happiness
fe madrasty kano bykhalona nzaker novels w nmt7en fiha lel asaf wana mb7besh el kalam da:(,sadness
yefshakhook f kol hga w yeftekro en enta el ghlat f kol hga fl akher y2ololk hay3rafo emtak ba3deen yadeen omy?,angry
wala za3ly yefre2 ma3 hdd? makontsh a3raf,surprise
hena by7oto el koshary ?,surprise
by3melo el kdba w ysd2oha ana bakrahko,angry
gay el ma5roba bokra l7san ana msh tay2 7ad,angry
ab: mn a7san l nas l 3erftha f haytie 3mtan 7ata law mabntklmsh ketier wala haga bs enta kwis mn gowa keda wallahy,happiness
ana mb7baksh 3alafekra w msh 3ayeza at3amel m3ak tany,angry
ana ba7eb mohamed monier awi,happiness
el film kan gameed awii lazem tshofoh,happiness
lw sam7ty el cowboy hat deh mn turkya deh msh mn ay,neutral
shoft 7aga enbar7 5wftny awii zay de kda,fear
eh el tweet el gamda de la mt3wdnesh 3ala kda,happiness
rbna ynt2em menhom yarab,angry
ah:dyman mawgod wa2t lama bakon mehtgak w mn atyab l nas l f haytie keda? w 3ayza ashofak oryeb?,happiness
enta rkhes awii,angry
anti lesa mawgoda ana kont fakrak mshet,surprise
ye: kont wa2ef fl concert ?bs mat3mlnsh khales bs bahsak laziz ?,neutral
ana msh ader ashof 7aga zay kda 3shan mksarsh el mobile,angry
m: okay msh 3arfa eh l 7aslna bs dyman hatfdali haga mohema 3andi love you,happiness
3'f twitter asln lam awe w ba2a w7sh gdnn ? bas mosaly bardo,neutral
galy enhrdh d3wet fara7 far7etny awiii,happiness
ana bz3al awii lama ashof 7aga kda,sadness
ana mtfag2 men el tweet de awii,surprise
ana z3lan menak bardo m7desh y3mel kda,sadness
hanro7 nl3ab emta ana mot7ames awiii,happiness
helw elklam da,happiness
eh el araf el howa labso da,surprise
ana mst8rab gdan mafesh 7ad kda,surprise
ana b7bak awii ya rayes,happiness
 kolna m3ak ya rayes el gaii msh sahl,fear
barbry ? my ferind 7beby bellah w tayb w gad3 w ragel m3 ay 7ad w sdeky,happiness
ma olna mn el awel ..,neutral
eh ya bt l swad l f 2lbk dh,sadness
re: ma3rfkesh awel entba3: mo7trma sha5sia ? avatar ?,neutral
el enta shayfo ya young,neutral
3eid meiladk emta?,neutral
ya ell ento mtf2een,neutral
ana 3ndy shkol l bokra awii w 5ayfa dayman men bokra,fear
city law yomeha maknsh za7ma ha5sho?,neutral
b5af anam lwa7dy 3ashan mtlbes,fear
ana shakli hakamel mazel,neutral
salamtak ya sa7by ana z3elt awii ,sadness
3shan zaharto 3la ha2e2tko?,neutral
el arba3,neutral
eh el zolm da ana msh haskot 3ala 7aga zay kda,angry
enta 7abibi ana b7bak awiii,happiness
mfesh .. yabnty danto banat ay ytmna y3rfko,neutral
ezz habeeby khlas enta etkabast,neutral
ento meen w eh elmofag2a de,surprise
ana asef maknsh asdy,sadness
bzbt kda howa da el ana b7bo,happiness
ana mabsoot awii ,happiness
eh r72ek f 7aga zay kda,neutral
ana b7b a2ady w2t 7elw m3 so7aby bb2a mabsoot awii,happiness
el 3ela de a7la 7aga fe el donia,happiness
fe 7adsa mo5efa awii 3ala eltare2 da,sadness
yabny ana bawad7 we law 3ayzny matklmsh tmam?,neutral
tr: 2ossa 7abeby? gad3?shemal flos ahlk kteer? 3aweel?zboon ? bne'dm bras kalp? bs ba7bk yad w rabna ? mfesh mnk regaly?,neutral
m3leesh hwa shewaya?,neutral
mana wa5ed baly,neutral
ya habibty kenapa ni? ada masalah?,neutral
mt'olosh eno himot dana awadeko f dahya,neutral
ana z3lana menak kda,sadness
na ba2ol tnam 3shan 3andk mdrsa bokra,neutral
kol kol wa7d moltan3 bl kalam makansh d ba2a,angry
mwakf al,neutral
w bnam*,neutral
kfaya hak ykhrbetak.,neutral
3yza a2olk en the great gatspy da twel 3 sa3at bayn?,neutral
sh3'al 3leha eh ? w 7wle ekdbe 3lya ana 7asa eno film lionardo sa7?,neutral
kunt 7ataha walahi,neutral
fekrt el mozkra aslun mot3eba.,angry
ana ektashaft enaharda enny momken a3ayat f hetta w f,sadness
mafesh 7aga bt7sal mn 3'er sabab,fear
enat msh 5ayef yabny enta men bokra,surprise
ana b7bak awii w mabsot en ana 3rftak,happiness
sm: konty m3aya fe ebtda2y ? tayba gedan ? mo7trma ? da7e7a ? damk 5afef ? msh fahm eh tweety da bardo,happiness
yla y hayiwana,angry
w7shtiny gdan,happiness
hamot bgd,sadness
alpi alah yaslmk ? rabna ya5liki lea,happiness
habebe 3ady hanwsal ldaraga en w msh hanfdl kda law mahasoosh shwaya,happiness
howa 3ml like leeh?,surprise
na l brou7 aft7hom yabny wlalahi ?,neutral
ma3lshh?,neutral
m ana mesh hmashy werk fe kol a3mlk like 3l.om klmten dol kteer keda,neutral
w74tne ?,happiness
a3dt bzbtt 3 mrat bs bgad mafesh zayk kter m3rfkesh bs brfh bashufkk,happiness
m3d4 2lzmk wla eeh ha,sadness
b2olha w m3rfash oksm.ballah,neutral
no: sa7by ? m3aya fe el school rofi3 fash5 ? ragel ?,neutral
w ana m3ak,neutral
msh hata3raf takhud ha2ak bruh?,neutral
tb w ana ?,neutral
na wnty ya,neutral
elmo2tm ?,neutral
m3lsh da mosem el natega mb2tch b7lam 3'er beha y3di el kabous da w a7lm biki tani,neutral
ana egda3 w b7bak gdan mabsoot en ana 3rftak,happiness
eh el araf da msh b7bo,angry
de el safarya de azbatetle hgat kteer w,neutral
maho ah ento mat3rafoosh en lama el mobile yefsel mabyftahsh gheer snapchat wala eh?,neutral
l7ad emta hafdal 7azeen,sadness
eh el mofg2at de,surprise
ana mb7besh 7ad,angry
?:bashufkk kterr amora gedn mt3mltsh bs shklkk rbna,happiness
banyo betna bkteer bttklmo f eh,neutral
? :kfaya dehketkk de lwhedha tgeb l wallahy abo l yz3lk,neutral
el7war da kan 7elw awii,happiness
? nti 3arfa m3ztk 3ndi bgd nti elly tl3t beki mn el app d,happiness
ana bakrahak,angry
mt3sbnesh,angry
rbna ys3dak ya 7abeby,happiness
law mzkrtesh has2at w aboya hyz3alny,fear
wala yehemek yabnty mesh a5er wa7da wala 7aga wenty tayba yabnty rabena y5aleky wallahy el 3azeem ana ba7bek ?,happiness
alby y b342k bs kda,happiness
esmha samah** 7bbty bellah,neutral
i'm at dar el amar | in zamalek al qahirah,neutral
mar;akber mny bsana w yfrehkk daymen w ma3kk w tkon m3 ally bt7bhom,neutral
am: na mt3mltsh ma3k kter bs dme8k hellwa gdn bthb tfreh lnac f rbna yfrehk daymen w tkon kewyss,happiness
nefsi ab2a shabha f nafsi,neutral
ah msh enty elly sa2lteny,neutral
ana mt3asab dlw2ty sebny,angry
ana 5ayef gedan,fear
kda htz3lney menak,sadness
do: etklmna kam mara keda tayeb awi w mohtram wlahy:(,happiness
ana t3ban awii w msh ader a3mel 7aga,sadness
@ maryotya haram,angry
7aram 3aleko elby7sal da,angry
ana sa3ed gdan bel7war da,happiness
ana z3lan gdan,sadness
eh elaraf da,angry
eh elmofag2a de,surprise
ana msh h2dar akmel 3shan 5ayef,fear
enat 3ayel msh mtraby 3alafekra,angry
ana msh 3ayez ashtem bs,angry
gaw elsheta da 7azen awii f3lan,sadness
msh 3ayez ashofek tany,angry
ana b7bek awiii,happiness
eh el tweets el gamda de ya bro,happiness
fokk mn ay 7d by2olk 3omry ma hsebk 34an hyegy l yom ely hyt7gg beh b ay 7aga w hysebk,sadness
ana olt ank watya men awel matklmna,neutral
w zay ma ykoon ana trt l w 5bt f 7mam nzlt 3la gdor,neutral
el 3eed arab wana mabsoot awii ,happiness
na msh a2ol 8eer eny b7bk .. w msh shayf nxse 8eer leek :-(,happiness
elsheta da5el wana bm7bosh,sadness
mo: el tweets bt3tak funny awi btdhhak w jacketak helw fel avatar?,happiness
eh el d7k da ana msh ader,happiness
kan yom eswed yom m3rftak,angry
wa: kona bntklem mn fatra tayeb awi.,happiness
la ana mb7baksh eskot,angry
de 7adota t5awel f3lan,fear
enta ezay msh g3an,surprise
enta ezay hena men badry da kolo lesa magash,surprise
hram b3den na azdy brother kan 3la shadi msh fadl,neutral
y3ny el 7aga mardeya,sadness
etnen eh khaleehom 4,neutral
aw ay 7eta bas nkhrug bara africa momkn nru7 dubai de l w7eda l fe africa momkn aru7ha,neutral
3ayza sanateen talata agaza keda yarab,sadness
enti sa7.,neutral
mosalsal abo el 3arossa da gamed awii,happiness
