,Tweet,Sentiment
1327,msh hatkoun zah2an aktar meni,bored
1328,la danta el mawdou3 lesa m2asar alek lhad dlwaty,negative
1329,aho da 3eib dahab baa,negative
1330,sahya mazagi helw,happy
1331,edkhole yabenty,neutral
1332,la hawl wla qowat ela bellah,negative
1333,kol haga m3asabani enaharda eih elyom dah,angry
1334,bs ashan mayftekornash maganen,negative
1335,msh 3arfa awsalek,negative
1336,hanrou? wala la,neutral
1337,ana etsadamt fiha,negative
1338,el ehtmam el zyada ay shakhs bykhaleh yet3ala alek,negative
1339,rabena ye3enko walhy ya shabab 3al araf el ento feh da,negative
1340,belzabt kda,neutral
1341,bala2e nas ma3rfhash asasan mdy2in mny,negative
1342,el lahga el maghreby de teganen,positive
1343,ghasheem enta bardu,negative
1344,gededa de dahakteni,happy
1345,yallaa badal el malal dah,bored
1346,el moshkla eno dayman beyedkeb,negative
1347,da ehna lesa hanerghy maa baad,positive
1348,ghayart ra2ie,neutral
1349,malak ya batal meday2 leh,negative
1350,hakol akleti el mofdala,happy
1351,el naksh da mahabba walhy,positive
1352,kinder bueno bamout fiha,love
1353,sebha el oghneya dih betebsetni,happy
1354,ai khedmaaa,positive
1355,hathom w ta3ala,neutral
1356,lw kan 3ande hosan makansh zaman wa2ef fel zahma de,negative
1357,zahma w har w haga bashe3a yaany,angry
1358,adeky la2ety haga tesaliki lma takhdy el agaza,positive
1359,el gaw baa har msh taye2 nafsi,angry
1360,waheshny ya3am,positive
1361,akenohom asdin yenafezoni,angry
1362,mokalmet abo gabal w mamto helwa awe bgd,positive
1363,rekhem awi,negative
1364,hwa eh el habal da wenaby,negative
1365,dante folla,positive
1366,yrod aleha msh ader,negative
1367,fakhoren beko,positive
1368,hahaha ebsetni kaman w kaman,happy
1369,yarab onsorhom yarab,positive
1370,homa kotar 3alena kda leh,negative
1371,kfaya kda el nahrda wenaby,negative
1372,hwa el nenny byl3ab leh,negative
1373,oksm belah marwan hamdy karsa,negative
1374,de harb el estenzaf de wla eh,negative
1375,la msh ader astahmel shoten kaman,negative
1376,marwan hamdy da gai yeshelena el nahrda,angry
1377,3andi amal f rabena,positive
1378,yarab ostor yarab,negative
1379,hafo2lek baad el match ya 3asal,positive
1380,hases fi haga helwa hatehsal,positive
1381,marmoush araf,negative
1382,el la3eba btestahbel 3amtan,negative
1383,aywa ana msh arfa anam men el tahamos,happy
1384,as3ab ehsas fel koon,negative
1385,hwa kan wa3dek haga wla eh,neutral
1386,hasal haga day2etha,negative
1387,ana msh fahm fe eh ha3mlohom hafla ahsan,angry
1388,rabena yehdek,positive
1389,el donia de malhash aman,negative
1390,ba3sha2 rehet el croissant w hwa lesa tale3 mn el forn,love
1391,lw masr kesbet el banzene hayghla tani,negative
1392,hatebda2y seya7 mn dlwaty wla eh,negative
1393,yoh mamno3 dokhol ely f senena,negative
1394,fekra hayla,positive
1395,men el hayeksab bokra,neutral
1396,3arfen bs lw thebo el kheir le baad,negative
1397,allaha ya baby,positive
1398,akbar engaz f hayati,positive
1399,eh el ehbat dah,negative
1400,ba3sha2 mosalsal taht el saytara,love
1401,da albek maat khales,negative
1402,bs baa ashan mankhabbatsh fe,angry
1403,el nas ta3bana fe dmaghha el yomen dol,negative
1404,hwa eh hwar en el ghaltan hwa el byz3al el yomen dol,negative
1405,eih el zahma el fel shaware3 de,negative
1406,makalemthash gher marra dah kadab,negative
1407,ana msh mo3gab beky laa ana bahebek,love
1408,omal ente esmek eh,neutral
1409,leh kda el rakhma dih,negative
1410,lma btekbar albak bymot,negative
1411,el bahga bayna 3ala weshi,happy
1412,msh m2adarin el n3ma,negative
1413,ma32ol 2ader teheb gheryy,negative
1414,omi a3zam enasana,love
1415,agmal wahda mn gher maghod,positive
1416,hasal kheir ya masa,positive
1417,bt2olelo habibi leh ana et3asabt,angry
1418,3ayz a3raf bs el hakam kan 3ayz yehseb eh,neutral
1419,rabena yehmek ya abo gabal walhy,positive
1420,allah akbur,happy
1421,hwa wael gomaa khad enzar leh,negative
1422,albi beyor2os,happy
1423,el mashrou3 fashal,negative
1424,el hakam da mesh mezabat,negative
1425,msh ma32ol kol match atla3 ashtem el hakam,angry
1426,ahlan ahlaan b habaibi,positive
1427,feh plagiarism wla eh,negative
1428,mnawara,positive
1429,de harb october de wla eh,neutral
1430,yarab eb3d el malal dah 3ani,bored
1431,ana msh 3arf ala2eha mnen wla mnen el nahrda,negative
1432,el donia bayza 3al akher,negative
1433,hya sadaka tohtaram w kol haga bs ana 3ayz atgawezek,positive
1434,hwa el semester bta3ek da msh bykhlas leh,negative
1435,hahahaha alf hamd w shokr,happy
1436,ba3sha2 film el ghawas,love
1437,da sayye2,negative
1438,haram aleky,negative
1439,nefse fe renga ghar2ana fe tehena,neutral
1440,de talakeek ashan matzakresh,negative
1441,dmaghek hayla,positive
1442,law 3andak bent hatsmeha eh nazly aw layla,neutral
1443,elhamdulah el shahr kheles,happy
1444,ana bahes ene bashof nafs el strangers fe kol concert aro7ha,neutral
1445,el ragel da karsa walhy,negative
1446,estanne hanazel sorty ashan ab2a cool ana kaman,positive
1447,ento msh ta3banen ya habaybe,negative
1448,nefse ashuf yom 3edel,negative
1449,ente leltek soda estanne bs,angry
1450,hahahha beye2telne dehk,happy
1451,ente msh nawya tzakre,neutral
1452,hage bs msh dlwaty,neutral
1453,seeby el ta3lem ente msh naf3a,negative
1454,el dam el khafef aham mn el shakl el helw,positive
1455,msh ma3na ene bal3ab basket ene ba3raf army el haga,negative
1456,3ayz asafr akammel habal barra masr,negative
1457,gamela el agaza,positive
1458,ana hases ene kol yom bashof el tweet de,neutral
1459,hasal plot twist khateera,positive
1460,allaah akbur 3al akhbar elhelwa,happy
1461,3eib baa,negative
1462,mostafa mohamed da haga astaghfarallah,negative
1463,ana hases ene hamot men zah2,bored
1464,carmen bsaibes betmasel tohfa,positive
1465,talba maaya ibn el sham,neutral
1466,ala allah tetla3 msh fadya yom 14,angry
1467,mawwetly yabny el masha3er de,negative
1468,awhash mat3am gable tasamom,negative
1469,mabda2eyan kda mafish ta3lem,negative
1470,salamo alekom ezhar ya mekhtefy,neutral
1471,hwa yom matl3tlosh shams,negative
1472,olna kfaya kedb,negative
1473,yom malosh ay lazma,negative
1474,ezay tb2a ay kalam fe 20 sanya,negative
1475,do3a2 nesyan eh enta msh mezakr haga aslun,negative
1476,bakrah ahes ene te2el ala alb,negative
1477,de haga wehsha sah,negative
1478,foke w ta3ale farfeshi maaya,happy
1479,dakhel fe talat ayam dra3e menammel,negative
1480,wadeh en el french lesa m2asar aleky,neutral
1481,en el wahed yet3ab ayam el emthanat de mn absha3 el hagat walhy,negative
1482,msh ma32ol kol yeghlat tesam7eh kda sebeh,negative
1483,el kmama btkhno2ne,negative
1484,yalahwy sara hna kaman,neutral
1485,balash kezb,negative
1486,msh 3ayzenna nenga7 ay tare2a,negative
1487,hahaha shoft beydahak ezay,happy
1488,eh el habal da,negative
1489,w sara 3arfa el mawdo3 da,neutral
1490,ebn sina ma3rofa,neutral
1491,3ayyel moz3eg walhy,angry
1492,fe 3eesh balady,neutral
1493,3omre m hakhod ra2yk tane,negative
1494,hwa gar shakal w khalas,negative
1495,danto lo2ta walhy,positive
1496,msh kda ya gd3an walhy,angry
1497,green flag eno by3aml omo helw,positive
1498,atmanna el tweet de tkon tarya2a,negative
1499,de moshkla tanya enek shayfa en mafesh moshkla,negative
1500,unfollow eh dol lazm yetderbo bel nar,angry
1501,hwa eh el 3abat da ya habaybe,negative
1502,ente mehtaga cream taftee7 mokh,negative
1503,yasater yarab 3al malal,bored
1504,wana walhy zah2an awe,bored
1505,3amal tedawar 3al shakhs el sah wenta aslun el shakhs el ghalat,negative
1506,bafarfeshko bema en feh emthanat,positive
1507,mafesh sheela khafefa bs fe nas mabteshtkesh,neutral
1508,leh ente warake eh,neutral
1509,yakhrbet eldehk msh ader,happy
1510,kol fatra fe hayatak leha sohabha,neutral
1511,msh tabe3eya 3asabtne,angry
1512,ramadan kareem aleina kolena,positive
1513,hatshofy el agdad baa fel emthan,negative
1514,hat2ata3 alaya ya bob wla eh,negative
1515,dana hageblak dry food mn kotr manta betheb banat walhy,negative
1516,ba3d el shar alehom,positive
1517,nezaker fel lagna inshallah,negative
1518,ehna warana eh lesa el emthan el sobh yaany,neutral
1519,yahdos al2an,neutral
1520,yallaa ana batlakek ashan mazakersh asasan,neutral
1521,ente nada wla men bezabt,neutral
1522,men hayigi ma3ana,neutral
1523,el wa2t msh fe salehna,negative
1524,mahadesh hases bel nas dih,negative
1525,mat3asabtsh keda f hayati abl keda,angry
1526,hwa eh da enta hatsta3bat,negative
1527,yikhtii,negative
1528,el nas msh saybane f hale,negative
1529,akhoia f dahre,positive
1530,rafdak le wad3 msh monaseb ashan rahtak msh ananeya,positive
1531,agmal wahda mn gher maghod,positive
1532,yalahwi 3la zidane la3ib,positive
1533,yanhar azra2 3al zaha2,bored
1534,ha3ayat mn el halawa,positive
1535,ana wel regala fe tare2na lel gouna,happy
1536,rabena maaky,positive
1537,ya3ny eh emthan 200 so2al hwa fe eh ya3ny msh fahm,angry
1538,el math da ghareb gdan,negative
1539,hahahahahha da enta funny awee,happy
1540,hya wedano ezay 3amla kda,negative
1541,momasel shater awe,positive
1542,wa2t el hagz kheles,neutral
1543,yalahwi ala el dehk,happy
1544,wente hayatek bayza wla eh,negative
1545,ya3am msh 3ayz atbarra3 sebni f hali,angry
1546,yemken ghaba2ek el mebawaz hayatek msh el hasad,negative
1547,nefse ambeset ana alatoul meday2,negative
1548,ahla hewarat ma3 nafsi,positive
1549,ebtadena ba2a elzan,negative
1550,bet2aldihom helw awe hahahaha,positive
1551,la2 mesh ader enahrda,negative
1552,ya 3am khalas erefna,angry
1553,boss keda keda hay3ml hewar,negative
1554,lma tshofha ew3a tbayen enak mabsot,negative
1555,cinnabon fel gaw da ahsan hal,positive
1556,wahshny hodn el pizza,negative
1557,la ya 3am da dor bard 3ade mafesh haga,positive
1558,3eib aleik wenta f senak dah,negative
1559,da tela3 hwar ma3rof,neutral
1560,da msh ma3ad break khales,negative
1561,leh el hozn da,negative
1562,el akl msh 3agebni,negative
1563,3ayz a3ml hafla,happy
1564,la ezayak eh inshallahh trga3o le ba3d,positive
1565,yaretni m roht daya3t wa2t,negative
1566,ana 3ayz akhdak ala ad 3a2lak bs ana msh la2eh walhy,negative
1567,dakhalt f ekt2ab khalas,negative
1568,ana msh shayf en feh ay dawafe3 le estemrar el hayah,negative
1569,men el awel keda,neutral
1570,mehtag mo3geza 3ashan angah,negative
1571,msh hatla2e zaye e ya sheikha allah yesamhek,negative
1572,agazet eh el ento a3den t2olo aleha khelset,negative
1573,la2 ana fi el finals banhar,negative
1574,anjelina jolie fe film alexander msh tabe3ya oksm belah,positive
1575,et2agelet ahla khabar seme3to,happy
1576,fe ayam el mawad nb2a nzakr sa3etha,neutral
1577,habeb alb el banat,love
1578,helm hayate ageb hosan,positive
1579,yah lw astakhdem el overthinking da fel mozakra,negative
1580,el mozakra ely abl el emtahan di mowatera,negative
1581,mesh ader aktar men keda,negative
1582,ya sheikha kfaya kedb,negative
1583,nefse afham walhy kan fe eh fe dmagho w hwa by3ml el video da,angry
1584,bta3te ashyak,positive
1585,eshta eshta ma 3aleina,neutral
1586,ba2olek eih hanot men elzaha2,bored
1587,helwa el sraha maa el nafs,positive
1588,alak peace baad ada alaya tol el oghneya,negative
1589,3amltha like 3al tweets a3mlha eh aktur mn kda,negative
1590,malhash ay mobarrer el sraha,negative
1591,leih keda ya sahbi,neutral
1592,la tab3un msh keda,neutral
1593,leh tefl 3ando talat senen y2ole 2om e3mle ne3na3 sokhn,angry
1594,hahahah tkhale el wahd shaghafo fel hayah ye2el,negative
1595,msh 3ayzen genan baa,angry
1596,el aghani el yomen dol gamda,positive
1597,leih keda 3ayez y3asabni w khalas,angry
1598,ana basta3gel sohabe wana lesa malbestesh asasan,negative
1599,ana msh 3arf atfahem ma3aya haga t3asab,angry
1600,la ana 3ayz ashof ba2et el conversation meshyet ezay,neutral
1601,ayez akol kfc,neutral
1602,fekra hayla e3meliha,positive
1603,fe mac n cheese hatmassek bel hayah tany,happy
1604,3ayz el ard tetsha2 w tebla3ny haleyan,negative
1605,ana damen elmawdou3 dah,positive
1606,hata tasgel el mawad sa3b,negative
1607,aywa baheb ana el 3elakat el mostahela de,love
1608,mat3atebsh ala haga hwa 3arf enaha hatza3alak w 3amlha,negative
1609,amatan fakes,neutral
1610,da series wla eh bezabtt,neutral
1611,mesh fahem fahemouni,negative
1612,men dol,neutral
1613,ehna lesa fe 2021 3amatan,neutral
1614,ba3sha2 nour fe film short w fanela w cap,love
1615,ente lehe2te shatra awi,positive
1616,yarab afdal mabsout keda,happy
1617,wala akeni shayef haga,neutral
1618,msh 3ayzen 3eyat baa,negative
1619,hasa eni daykha,negative
1620,mat3asabinish da ala asas enek sahya mn 6,angry
1621,dah ashtar doctor rohtelo,positive
1622,baheb shoghlo gidan,love
1623,la2 yom laziz awi,positive
1624,ana te3ebt,negative
1625,hatetla3 shabah men,neutral
1626,hatgawezek ala fekra,positive
1627,had ayez yigi yesalini,bored
1628,da oksm belah el dars dah mafish as3ab meno,negative
1629,rida sotha hwar,positive
1630,la2 keda over awi,negative
1631,ana msh fahm haga,negative
1632,hasa eni as3ad wahda fel donia,happy
1633,3ayz akol hamam w tarb,neutral
1634,maho mesh hatemna3ni men elakl kaman,negative
1635,ya3am kefaya,angry
1636,hya malha arfana kda leh,negative
1637,nezelt shwaya badal mana zah2an keda,bored
1638,min metabe3 el mosalsal dah,neutral
1639,el nahrda fel zamalek,neutral
1640,n3mlo exception ya salam,positive
1641,kol a3yad el melad bta3t el nahrda de mozawara,negative
1642,as3ad lahazat hayaty wana batkharag,happy
1643,mat3melsh fiha tayeb kolena arfin ha2e2tak,negative
1644,yalahwy 3al zahma,negative
1645,kol m afteker bakta2eb,negative
1646,hwa eih dah esbate ala haga baa,angry
1647,hahahha betdahanki awi,happy
1648,enta k wahed saye2 3arabya leh tegeb el tahzi2 l nafsak,negative
1649,ana mwafe2 gdann,positive
1650,ana mafeyash 3oyob fokek,positive
1651,ayza asma3 aghani w a3ish fi el dor,neutral
1652,walhy far2 kber ya shabab enak tkon sare7 w enak tkon bege7,negative
1653,eshtareit el 3arabeya elhamdolelah yarab,happy
1654,howa eih mawdou3 e3raf men nafsek ana medaye2 men eih da,negative
1655,la2 maho el sabr lih hodoud,angry
1656,bas bas khalik fi nafsak,angry
1657,ba2olek eih eskoti shwaya kfaya zan,negative
1658,tab amatan osbou3 ra7a ba2a,positive
1659,ya3am erefnaaa oksem,negative
1660,ahmed zaki da gamed awee,positive
1661,la2 el film kan dehk walahy,happy
1662,maho mesh keda mat3asabnish,angry
1663,el koleya di asda tekhalina ne3ayat,negative
1664,la2 mana mesh hasibek,neutral
1665,baheb ashrab maya ktir,love
1666,amatan berahtek,neutral
1667,allah el farah emta embasatelek awe,happy
1668,walahy bahebek  matsada2ihomsh,love
1669,ana ata3t ma3ah 5alas,negative
1670,3ayzin el 3ozoma emta,neutral
1671,had yaktare7 aghani hozn,negative
1672,ana zah2an awee amatan,bored
1673,mashy mesh far2a ketir,neutral
1674,mana mesh ashan seket te3melo keda,negative
1675,eih hewar ana shoftak mara fi hayaty w afesh menak,negative
1676,ya ged3an kefaya faty,negative
1677,tab walahy embasatelak,happy
1678,mashy mashy hakhdak ala ad 3a2lak,negative
1679,la2 maho mesh ashan ana mohtaram te3melo keda,negative
1680,ana asasan ghaltan,negative
1681,bamout fi film short w fanela w cap,love
1682,law gebt hossan agibo bony wala abyad,neutral
1683,yekhrebeit el zahma,angry
1684,mashy ya habebty elly enty ayzah,positive
1685,tamam ashoufak fi el akhra,negative
1686,eh el hatal da,negative
1687,kan yom eswed yom 3reftk wlhi,negative
1688,ana 7amshy delwa2ty ya rab tekouny kewayesa,positive
1689,ana fe3lan lucky ba7ebek 7ata law 7esertek,love
1690,3alatoul bafakar ad eih enty gameela,positive
1691,rabena yerzo2na elhub da men omi yekhalehalk,love
1692,fi eh mana brod ahu,negative
1693,tweetatek 3ala wd3ha awe,positive
1694,ybne enta akbr bkteer ene awcfk bklam b7bk oxmblah,love
1695,enta shayef nafsak 3ala eh ya,negative
1696,wallahy kanu youmeen mn l a5r,happy
1697,msh mobrer la msh fadyen yms7oh wfadyen y7otoh bs,negative
1698,batal teza3a2 kol ely meday2ak men shakhs f wesho,negative
1699,3ayza ashofeik rayha nady emta,positive
1700,tayba w bahebk gedan walahi,love
1701,morning kan ka2eb,negative
1702,hamout men el farha,happy
1703,ysma3 mn bo2ek,positive
1704,l zoz ba3sha2ak walahy tayeb w gada3 kda,love
1705,ana k baheer enbhart,positive
1706,khaleeh ahsan lina,positive
1707,ba7ebak ybny w mat3rfsh m3ztk 3ndy,love
1708,rabana ezedak man al3lm,positive
1709,bthbek moots,love
1710,tayeb w f7alk kda w b7bk awy walahy,love
1711,alf slama,positive
1712,3ady kolhum khaynin,negative
1713,ana mesh 2ader afham fy nas btfakar keda ezay,negative
1714,mafish had y3mely ghada w mksla atbokh,negative
1715,mn l nas lb7bha wlahy w l wa7eed l sanad,positive
1716,3yza at3alem el ghona,positive
1717,kol 7aga feky 7lwa wallahy,positive
1718,ya ba5tek,positive
1719,ana ga3ana w zah2ana,bored
1720,yala b kramtek,negative
1721,el video da bayd7kny,happy
1722,ana asfa khalas,positive
1723,enty rekhma awi,negative
1724,hwa ana lazm ab2a 24 sa3a ba3yt,negative
1725,ana ma3mloe 3 quizat embar7 w ana naym,negative
1726,rabna yakhlki lya w nafdel ashab 3ltol,love
1727,feh 7ad my3rfsh om el donia,positive
1728,bazt rabna yakhdhom,negative
1729,alaz wahed f sohabi,positive
1730,beitk w mtra7k,positive
1731,ya ba7t elly shabahek,positive
1732,enty aslan wegodek sa3ada lel donia kolaha,positive
1733,ba7ebk de kelma 2olayela le elly 7aso leeky,love
1734,3ayz bas a2olk enk gameela tayeba 7enayena gad3a,positive
1735,l ashkal l wehsha ketrt kda leh,negative
1736,akhoia al awi w mohtarm baheb al klam m3ak,love
1737,bs kfaya soda3 dah eih dah,angry
1738,da wehesh awi aslun awl mara ashofo,negative
1739,happy birthday ya andy 3o2bal kteer isa,positive
1740,mohatrma w gad3a w taiba tb3n 3arfa na bahbek ad eh,love
1741,ana kan 3andy 3aza w met2asar,negative
1742,tab3n 3aref ghalwtk 3ndi ad akhoia,love
1743,lazm abtal azha2 mn elnas besor3a,negative
1744,afshtak,negative
1745,5er insha2allah noura rbna yrg3ko blslama,positive
1746,w7shteny noura wallahy twsly blslama insha2allah mstnyaki,love
1747,ahla haga et2aletli enharda eni khaseet walahi day made,happy
1748,kikty u best rbna y5lyky lya o5ty,love
1749,ta2reban dah awhhash youm fe hayatte,negative
1750,mostafezen awy ele bey2olo lordetchy de,angry
1751,mn a7la surprises wrabena 7baiby kolko w isa m3 b3d 3 tol,happy
1752,bent amora,positive
1753,mood zay elzeft,negative
1754,bs ya btt,angry
1755,kawkab 3erra,negative
1756,3yza alam 3la washk,angry
1757,rabenna ykhalik,positive
1758,ezz mafesh atyb mno,positive
1759,habebty ya khokha walahy bahebkk w inchaallah ashofek tany,love
1760,msh 3rfa heya el hayah wehsha wla ehna el msh bn3rf nshuf gheir el w7sh,negative
1761,huwa leh kol l nas btheb l esm da da esm mo2rf wallahy,angry
1762,h2om alps aho msaft el seka,neutral
1763,enta kazab yasta wallahi,negative
1764,donia ana asef,positive
1765,nsyt lsa hstna l b3d cours ana bmoot,negative
1766,ybny 2nta btmt7n emt7an wa7d d7na bnmt7n kolo,negative
1767,bas zaky bardo,positive
1768,tweets helwa,positive
1769,ya habibi ya maulana,love
1770,ya wesh el sa3d wel 7eir ba7ebk awy awy,love
1771,shoghl el graduation project kolo da3 haga gamila,negative
1772,kafaya wag3 diemagh,negative
1773,3ayez pancakes,positive
1774,3youni,positive
1775,bss donia hatza3a2lak,negative
1776,7ayati enti,love
1777,mabahbkesh w mawahshtneshh,negative
1778,alah ya fanan,positive
1779,fe steen dahya ya,negative
1780,mesh hat5n2 hna y3ny,negative
1781,ya rou7i,love
1782,shofy 3mlty w e7na ray7een ha blash natklm hna,negative
1783,ana mt5an2a ma3aky 3lshan hagat 3mltiha embar7,negative
1784,bas keda kefaya 3alek matzetsh,negative
1785,aghanihom aktar aghany tnf3 tshtaghal hadya kda,positive
1786,ya allah 3al halawa,positive
1787,awel mara ab2a msh 3aref a3ml haga,negative
1788,faday7 eh bs mt2olesh kda wnty tyba ya 3assal,positive
1789,msh msada2k,negative
1790,el nas btakhud krarat msh adaha khals,negative
1791,lala wallahi men ahsan l nas l abltha w inshalah rabena m3ak,positive
1792,nty watnya bzyada shatra,positive
1793,el3arbe yksb,positive
1794,walahy a7san borg sha5sain w kol haga,positive
1795,a7san borg,positive
1796,heya mesh na2sa bard kman aslun,negative
1797,leeh ba2a keda hat3asabni tani,angry
1798,ana 3a2la mat2l2ish,positive
1799,lsa el gay a7la,positive
1800,3omri m embasat keda ahla yom bgd,happy
1801,mohz2 hfd7k hat l sa3a,negative
1802,nadafo demghko shuwaya,negative
1803,yarab nkhls mn l term da bs gebt akhri,angry
1804,yb2a 3eb keda,negative
1805,3la wad3ek,positive
1806,ehrab bsor3a,negative
1807,ana b2et bshof el nas kolha wehsha fa bd3y 3leke akid,negative
1808,gam3a wehshaa feeha 3eyal wehshaa 7aga te2ref,angry
1809,wenti a7la bektir,positive
1810,lolo l zalmny daymn bas b7bk walahy,love
1811,yekhrbet dma3k,negative
1812,ya gama3a efhamo ba2a matnarfezoush el wahed,angry
1813,ana mosh ayla ay 7d yekalm,neutral
1814,hanet hanet,positive
1815,lsa sahya mn sa3teen w 3aiza anam tany,negative
1816,fadahtek,negative
1817,keda mfesh wala malelm hy5rog mn 5aznt el bet,negative
1818,msh adra abatal dehk oxembllah,happy
1819,32balk hbibti,positive
1820,y5rbit kda,negative
1821,msh bayen haga msh shayfa,negative
1822,el nas 3ayza menena eh tani ana mesh fahma,negative
1823,eh mfesh hga l wagh elah keda,negative
1824,ta3bana awe bgd,negative
1825,had y2oli hal ll malal,bored
1826,el 3asha feen ya mama ba2a ga3ana,negative
1827,lel asaf la,negative
1828,yoh b2a leeh maynfa3sh a3ml retweet,negative
1829,mabsouta awi fel hafla,happy
1830,ya pop dana el 3adet 3shan 3amalt le 7asanolly retweet,positive
1831,men a7la el tweets el shoftaha b2mana,positive
1832,s7 awi yarab nfdal mabsotin keda,happy
1833,b7bk w hanahtafel,love
1834,2ktr 7aga t5noo2 lma wa7d y8lt fi 7a2k w kman yz3l mnk,negative
1835,mana ayelak eni bat3asab men keda,angry
1836,mna modtara a7dr 3ashan el 8yab yabni,negative
1837,w elhamdullah mafesh emtahan,happy
1838,rabenna ykhlekk shukrn,positive
1839,hayaty maba2ash fiha gheir zaha2,bored
1840,tab yala 3ashan hasawat men el malal,bored
1841,e7na bnet3azeb la bgd,negative
1842,mmkn t2lb bgd w l khna2a tzed,negative
1843,msh sayb 7d f halo,negative
1844,3aib ya gma3a eh el nas koollha leh,negative
1845,mabrook 3lya,happy
1846,ana m4 3aref 3loom de hatwdena lfen,negative
1847,sa7 3amalt keda,positive
1848,nas m3ndhash a5la2,negative
1849,l sa7ba l gd3a,positive
1850,nemshi men anhy tary2,neutral
1851,tb w lozomha eh ser2et l klam,negative
1852,dah na2es y2ta3 sharayeno,negative
1853,khlas nsit ekhwatakk,negative
1854,dawa2ni el 3asir lama ashoufak,neutral
1855,7lwa awe awe,positive
1856,wlahi w enti bt2oli helw wlahi,positive
1857,kfaya awe enk tfdly metghaza keda,negative
1858,eh el arf da,negative
1859,heya el gam3a bt3mel keda leh,negative
1860,7raka r5ma awi sar7a mfrod yktbo,negative
1861,lalala bakrah el harakat dih,negative
1862,alhamdulillah 3amalt helw akhiran,happy
1863,ay khedma,positive
1864,allah haro7 bar4lona,happy
1865,ahli metkhan2in ma3aya,negative
1866,dehkteha sotha moz3g,negative
1867,kfaia mazzika ba2ty khlst,negative
1868,shokran 3al hedeya basateni,happy
1869,motfa2el gedan,positive
1870,omy elbsy w embesti,positive
1871,elmohm anha bdhak,positive
1872,bgd msh hya,neutral
1873,ana farfousha enaharda,happy
1874,bakrah arouh hnak,negative
1875,leh inshallah ana msh 2ad el m2am,angry
1876,f3ln laziza,positive
1877,eissa alah yslmak ya sa7be,positive
1878,hadeel allah yslmekk shokran 3ala zo2ek,positive
1879,ba7ebek ya masr,love
1880,la ana kolo tmam el7amdollah rbena y5llna masr,positive
1881,fel cinema w mostamte3a bel film,happy
1882,la wesel ya basha shokran,positive
1883,ethady,negative
1884,ameen ana w kl elmoslmen,positive
1885,b7bhom awi,love
1886,kefaya awe mara wa7da bgd kfaya,angry
1887,nharna msh bynlo mlam7,negative
1888,yoh bayn kda,negative
1889,2fltoli elyom,angry
1890,elwahd shklo hy3esh mgro7,negative
1891,kan f o8nya brdo el klam da w e7na fel safarya,neutral
1892,kan nfsi,negative
1893,rabena y3azih w yesabaro,negative
1894,hamoot mn elt3ab,negative
1895,zetna shwya khlas kfaya,negative
1896,basek fik gidan,positive
1897,eh da wehsh awi,negative
1898,eih ely homa labsino dah,negative
1899,mlhash 7al elsora tohfa,positive
1900,avatar el mar7la el soda el a7na feha de,negative
1901,mashy habbty shokrn teslmli,positive
1902,mshooftsh awhash mn kda bl2mana,negative
1903,la elah ela alah b7ot nfse f mwaqeef by5a,negative
1904,gmail m3yesh el pass bt3o nasyah bardo,negative
1905,enzl bnoktet tab2 elfol,positive
1906,msh da law rakb honda msh hytrasm kda,negative
1907,walahy wala far2 m3ya ay haga,neutral
1908,yoh h3ml whed gded b2a hazi wehesh,negative
1909,tab khafi meni b2a,negative
1910,el mahragan tohfa,positive
1911,eh aly byd7k msh fahem ya3ni,angry
1912,7adr helw,positive
1913,kwayes eni roht embasat awi,happy
1914,msh ana ely katebha walhy ya omar,neutral
1915,etsl bya 2li kotbk hna 2oltlo 5lehom 2am shtmni,negative
1916,asm3 oghnyt enbre7 kan 3omry 20 helwa awe,positive
1917,msh 3ayza tefham eni msh bahebaha,negative
1918,tyb wallhy 5er isa rbna ye2rb el b3ed,positive
1919,w el bio mm3ndesh war2 has2at,negative
1920,madten f yom wa7d leh yarabi kda,negative
1921,baheb tary2et el kalam dih,love
1922,tyb wallhy kowyes enk motfka m3ya fel mawdo3 da,positive
1923,la ana mehtag ashel demaghy ahsan,negative
1924,bs kfaya tawator,negative
1925,eblouni fel shoghl elhamdollah,happy
1926,merna e7lwt,positive
1927,l rap kolo 7aram f 7aram asln,negative
1928,bafakr a2olaha,neutral
1929,baheb el alwan dih ma3 ba3d,love
1930,2omi namy shoia el yom bokkra mot3b,negative
1931,b7bko gdn wlahe ahla e5wat fe eldonia kolha,love
1932,ya khosara mn l nas l kont b7bha,negative
1933,bs homa msh gd3in akherhom y2lolk salamtak,negative
1934,s7 wlahi 3ndk 7a2,positive
1935,w b3deen ziena msh ama a3dy mn da l awal,negative
1936,mn atyb elnas ely 3rftaha,positive
1937,7abebby walahy,love
1938,bas enta 3asaby,negative
1939,akhoya 7abeeby yala walhy mn atyb elnas ely 3rftaha walahy,positive
1940,bahebk yaly,love
1941,momken mkonsh a3rfk mn zaman bs enta gd3 w tyb awi wallahy,positive
1942,motahames awi ll match,happy
1943,ykhrbeet hlawtak,positive
1944,mbc2 ento law t5lony maft7sh msh ht3mlo kda haram ya,negative
1945,7abeeby walhy ma3azetak ghalya 3andi,love
1946,eh elhabal ely by2olo dh msh ana khaless asasn,negative
1947,ha2ablak that,neutral
1948,ana bamout f aflam w bamot fek,love
1949,hamout walahy men elta3ab,negative
1950,bt3amleny kda leh,negative
1951,ah ashofk tb3n isa,positive
