tweet,sentiment
shu bek jele2a ktir hon l3ama,-1
hi ladies mj bi charafik abel hal daw min we3e aslan wlik min wen betjibiyoun,-1
lashou 7ayetik,-1
msh jeyine nom chu ba3mol,-1
3ebb 3eb ya homentmen 3ebb,-1
inte shefte razele wil en7itat bil comments,-1
kol hawa ma thes tene marra bted3af see,-1
iza bmout bfee2 3a sot ahle er khaloune ghammed 3ayne,-1
ta2shine fa2shine metel 3elke f2a3ine,-1
ma fi youn massari,-1
dehek aal d2oun,-1
tla3e la barra,-1
ya batil,-1
fine ed3as 3a wejak,-1
rayta tefta7 teezak 3amood kahraba,-1
mama feeye roo7 bokra 3 sede nee3ik el sayyed 3am yehke,-1
ana bkhaf not men telit darje baad badde aamel skydiving,-1
ya akhou charmouta,-1
eh ma ana ma be2bal ekol mn id min maken,-1
fi my cell ma ymout la2ano 3eyzeto,-1
ktir helo tonchohit mn sahra aal 1 30,-1
bade baze2 3a emak,-1
hahahahahaahh tab walla sakatet,-1
khalaass ma ba2 tsebbin,-1
la22 la2 yaa allah,-1
aam ebke,-1
43 fee minon klab bye3emlo like mish mutuals,-1
yalla wle cr7,-1
enne ma sfa2et nap akhou okhta,-1
manar bt3esh la tnakked 3enjad queen bl nakad,-1
eshbak she enta shu 5as najwa kent bt2sod she ento fasrto be she,-1
fellainii yel3an toulak,-1
no way ktir z3elet,-1
ah 3anjad btekrahne,-1
3am t7ko 3al nes men warye 5awana,-1
adeem kaman,-1
msh 7adero,-1
la walla emme ma betkhaline a3ml,-1
ma fhmti,-1
el masi7iyeh el koffar naza3ookeh,-1
eno ma tfafa2to lei eno shou la7n shou kalem ana najwa ana akid no imad ma3rouf be kalemo al7ano,-1
shu hal jala2,-1
ma3sh tfarjine a7san ma errekib jarime,-1
sho he shou hal barme besh3aa,-1
aslan kel el rjel metel ba3don chinese women daya3et jawza noss 3aj2et el sin,-1
ana beshehad beje b2ela she 7elo btotr2ne kelme add rasi,-1
khalas ama ktir mhattame haliyan,-1
ste7e 3a 7alek seriously,-1
parents be like ma 3am bejbrak bas baddak te2teni3,-1
w7yteek ma she 3am bed3af bala sbab,-1
wlak l3ama ma asmakak thanks bro,-1
tfeh no,-1
ma al2amik,-1
lyom ma re7et 3al madrasi laen 7assi enu fi barme nchala,-1
byeklo bi kel me3na kelme,-1
leh 3am tetla2mano 3a ba3ed,-1
bas nkon 3am n3mel 5ota bel ser faj2a nenkmash allahim ya rabi,-1
bihot addoun physiotherapy,-1
hahahaha bas walla ma 7syt 5arj,-1
msh tay2tne,-1
tab ma jou3 kefir,-1
70 slides to go abel bukra ma baaref aan chu byehko tbfh,-1
7ayetna sa3be 3anjad,-1
ma ken kezim ykoun fi maderse lyom,-1
walla bte2balo aw la2 ana badeimza7 iza fi kame3 lal houriyet ana benseheb ma 3ad bade ishtiki,-1
fe ness metl el laz2a mesh masmo7,-1
3am es2alo leh hek lnet m3afen,-1
ma al2ama,-1
wala ma am efham,-1
yoo chou ma fi 3adel,-1
ashenkon feshlin ma bt3aemlo shi,-1
aadik el jardon,-1
kele ayre ya ahbe,-1
noway adde sundays zah2o,-1
msh ghalat just double check cz rasamto for to use it as sketch msh to2se laser rayton y2oso lsenek laser,-1
ayre bshaklak dude ma kenet 3am ba3rif o2ra add ma was hungover,-1
tayeb wont asallik marra tanye,-1
ya ret ykon kezb,-1
chou sa2il,-1
ktir b2oul albe khalas khras ntek bas hada yzet nekte beykha,-1
fini efham leh bukra mush 3etle,-1
ma aam yusal dm ba2a dk why,-1
yslamli ghalat ouli nseeti password eltellik ma tsakri,-1
alzheimer ya rab,-1
lak ya di3anon bas hasra bi albe kl hal jnsyet nchala ma tetlae bi rasna jensye souryeh yawman ma,-1
ente bl zet skete aktar wehde bte2ra between the lines,-1
akh ya ller akh,-1
please oulileh enik eltilo eno ma elo ma3ke,-1
hahahahahahahaha kess ekhtik,-1
whos this person le mfakra hala mahdume,-1
ya waylah,-1
la ayre bas ma bsaddi2 rfee2e sakarje,-1
bala manyake 5,-1
he said awal mbereh ma t3alo sot lkhara fi 3alam btontuwish,-1
shdne bsha3re w2lle ya 3ahra,-1
ma tenz3oha,-1
akaltak ya khara chakheytak men wara,-1
3g wifi hal balad ma elon 3aze,-1
albe ana b7let 8aram dayeb men lahfa 7aram,-1
ana saraha ma bhebek anw,-1
leish hal2ad 3m t8ibe walw,-1
boukra choufe chou 7a a3mol fya bas tsoum rou2eh,-1
yel3an omm gender ana barrad,-1
ken lezim saker lbeb bi khel2eton,-1
ma hada bystehil,-1
ma fike ta3mle fina hek,-1
5lsna ba2a photoshop photoshop 2rfna l3maa,-1
ana last week shu eltelik denya wasayet,-1
bekhsous waja3 ras 24 7,-1
ghire ghire ghira,-1
ma hadan 3ajiz ghairik ya paula yelli mfakra halik chaghle kbire nihna 3ina rjel killon karame ma bi yizhafo mitl tayarik,-1
badde nattef hale,-1
wlik bass bass artinkon 3 0 2 1 edem kbirkon 3 1 1 0 bala ma nel3ab nem ya sabe nem,-1
shu hal haz haydaa ffs,-1
kelon bech3in kelon saabin el hayet bechaa khalas,-1
ya dele ana ana 3ala sere albee ra7 ma b3rf shu momken 23mol bas le b3rfo ene bjeen,-1
maba2 yaarfo yrouho,-1
nefse tal3on men 7ayti bas lawla l5bez el mele7,-1
t2asart sar7a 3anjad akid nes li bel clip 3anjad ma3oun cancer msh ma32oul ente bel clip 3a tabi3tik b7ebbik,-1
hasse 7a tijine dabha,-1
3am bekraha,-1
tfeh bek she la2,-1
bedde edhashlak el emo phase bi kissak,-1
min min byekrahak,-1
eza hmar fa bfadil ma jedlo,-1
mish 3am ta3ref tekhlas el lista ma3 benitez,-1
hal 8eneye romanseye wa2afetle albi men hala2 yoh,-1
na2esne hanen,-1
shideeleh halik ya shlike,-1
bedee3 hob snen,-1
ma 2deret,-1
like wtf 3a ases kheles,-1
manne 3arfe iza bez3al aktar 3a joelle hatem georges el rassi aw brad angelina,-1
t2bre 3dame,-1
tab enta sar fik tekol khara tsaker 3al mawdou3 pls thanks,-1
actually look really really bad rn 7aram yali ra7 yshufuni,-1
dafa3oulo irchen ta yihejim el tayyar haida wahad mourtachi,-1
me tayta ahfedek mjenin tayta ykunu mjenin wala ykunu mjedib,-1
mahada bedo yotlae ma3e bl siyara hahahaha,-1
tol3itt miss lebanon btaariif tedhaakk,-1
wallah aazim kaeno eeyshin sradib mnetna2al aal jmell,-1
hattemne eza badak,-1
alla yerhama hades,-1
is3ali wein ken lama keno chabeb el tayyar 3am yeklo atl we yotahado min hal ta3m el syesi,-1
man furious wlak shu sarla 3alam,-1
mosso ayre,-1
halla2 baaden bet shufo video lebanese memes kel 3alam aam tehke totmaskhar 3layon disgusting,-1
ktir meze3je kelmit oki ktir yaane,-1
ma badde ma 3abele,-1
wlak kes,-1
alaba hmar,-1
nakarado kelo fet be b3doo nesween yok,-1
1 kol 5ara 2 _ eza she mrtab lesh la2,-1
hahahahaha man mech ma2boul ra7 ebke fakkaret zabbatouwa awwal chi 3emlouwa adrab click baiting the shit out of it,-1
bnoss baher bkebak,-1
emme betdala 3m tsem fiye t3ayet btrj3 bt2ele le bedalik m3asbe ah walah,-1
bade neek rabbo,-1
kel hal tefeh mbayan ajnabeh men lame3toun,-1
fi tari2a fesh fiha khel2e gher l2akel,-1
kayr,-1
kenna nsoff bi 2500 mn 3 4 snin ghallouwa lal 30 mn senten elna okay bto2ta3 now 3emlouwa 40 zaber,-1
lashu 3eeshte,-1
lol ma fhemet chou khas tho,-1
hahahahahahahahah kel lwa2et akhou chliteh mkhaba wara la3ibeh fe2 ychaji3 ljoumhour y3ayit la arato nahswh,-1
no tfeh tkhayale dayen ba3ed,-1
ma elo 3aze,-1
bil na3is wahad wala bi adim wala bi akhir,-1
ma al2amak,-1
kl w7de 7atta dont work im princess bshaghela bl 3tele,-1
kello bi wadde aal bekeh bel ekher,-1
battal fine entor khls lzm etla3 mnl uda,-1
kel shi bhal balad mafsoum,-1
ya lateef allah la yewaf300 shou hal nezaam katell,-1
match guellal bass bala atleh bil ekhir isa khsorteh hahaha,-1
nshalla bi mout li be3o,-1
msade2 khara,-1
ma t7attemla a7lema lal benet smh,-1
ya allah lesh nazalit hal snap lessh,-1
haram baba nsadam,-1
ley kel hatache2oum,-1
byentek ekhtoun la yerbaho lsiyara bi s2alo marteh rita ma tkoun,-1
akid fake,-1
ossa eno alabit manyake hahahaha gotta love me,-1
sayra sa7ra2 ya zalami,-1
leh ya hmara leh,-1
yes bekon both jala2 and mo7in,-1
ana hek sheft ma khasne,-1
ma ntabahet,-1
kel bech3in 3am sahbo 3alam helwe ella ana leh,-1
tab eza kel marra mnmche abel wa2et kermel ma ne3la2 bel 3aj2a leh sir fi 3aj2a,-1
ma fi wafa,-1
hlmt eno aam ebke mnl ta3ab,-1
hyda eza safrna,-1
rita tokhlas hayet lzeft hay sour kalb ba2a,-1
batti2 faster than this tabarja,-1
tjawazti hdudek,-1
shu 2oset kel ano hene hulk,-1
bel neheye hawde atfal msh zanbon law fi dameer we3ee,-1
lol lesh men sem3 be albumaa fashal wara fashal,-1
keef waja3 ras ma3ek today,-1
tfehh hahahahahahahah,-1
law fer2a ma3on bi oul wahad,-1
tab n2el3e btehzeeb 3am bedros,-1
5leha 7asara be albkon tnytkon,-1
kteer betawattar bas koon aam edfaa lal jemaa online aashen bhess ha y2orto aaleye kel musreeyete,-1
reem ya kalb,-1
alla la ywaf2ak,-1
noway chu bhesso hal nhar ba3sa,-1
ou3a te7ke hek eddem 7adan,-1
hay khiyene ana law badelak mabe2bal,-1
lesh ana ba3dne feyi2 lesh ma khallasit my assignments keef ma la7azit enna 12 bellel lesh ana hek,-1
brb rayeh kasser el siyara bi tabbet el hara,-1
ma yet7addo real madrid bedmanlak el botoole faree2 mor3eb,-1
kollo akhra mn ba3do,-1
mesh laykoun 3ena internet bel awal,-1
eh wallaa la2imi wloo,-1
er leh byes2alouke hek osas,-1
report alla yekhdak mostafa,-1
ha tn2ote3 lkahrba,-1
hara2o dinon,-1
3ayef allah ma fi ashl mn hek la elon,-1
shu hal kezbe hay,-1
l3ama albak sahih,-1
hattemne eza badak,-1
kol khara,-1
y3dmne 3ezrayeel,-1
ref2a btethawal la hob kol khara,-1
sadde2ne bekhaz2ak,-1
kiinet bi7daro bas m3 sitti bas mish 7elo,-1
11 11 plz e2dir nem,-1
ma tafa2na hek,-1
hes in jo sho bedo yjebo lahon,-1
lesh ta taamloule unfollow wle,-1
layki lama teb2e te5de block men najwa ma tejee tetbakbaki la2ano ma 7ada 7a ytla3 fekee,-1
lah ya 3amme,-1
yala nshatteb,-1
lei ma hada binem wehyet alla ya jame3a kid bet2oumo sobeh,-1
al ness betkhaff mnel canard hiye shakla metel lba2ra,-1
ana fulla fe she nkasar bayntna sobtona bek 3en wala,-1
ayre bel habal,-1
ma ba2a fi mahallet,-1
ktir ta3ab,-1
okay ma ha etghazal ba2a,-1
wlak oumo kes,-1
tkhalinish seb el aalam kella hala t9awme shaab alla aalaye khalas la shia la masi7ye la hada mabade hada wlak mahada,-1
ha22o shu befahmek,-1
yi bass shou sarla,-1
law bten2eber bet toll 3alaye bteb2a,-1
kenet 3am sawro eja laza2 wejjo bel cam,-1
as long as ra7 tdall terkod emmak warak ttaffe tsakkir ma ra7 yemche l7al,-1
yl3an hazze,-1
aam baamil hayde indomie li bteje bel kebeye hasse ha totla3 shi ktir fashal,-1
waata tkune tkhine bi2oulo yi leh tekhnene waata ted3afe ktir yi leh daafene tab eno er thakamo bhayete,-1
el hale ta3bene,-1
know bas awal game it was fine ma fi spirit bil marra bl team hayda chi wadi7 ma bada tnen ye7ko fiha,-1
chafic fee 7ada mayyit 3al kanabeye,-1
lak aire bil niswen shu hamir,-1
bas ya ahbal,-1
ma b3rf lesh hek ness mn3tyon ahmyee mn5lyon ytl3o 3a tv y7koo yn3mlon 2eme l3ma mana zbelle,-1
ahla shi terbih ljmile shubbi fahmik ente,-1
hay awwal sene bonsah,-1
ana za3lany kter konit dayman toktobly hala2 batalit t3abirny inta bta3rif ady b7ibak ya 7ayaty bmot fik aloby,-1
yea just told that khalas ma ba2a bade,-1
ya atil ya ma2tul,-1
her voice 3m mott,-1
bahhahhahhah bass sha3re mish 2asir 7atta hay mish zabta,-1
halla2 ana shakli jaddye ma kharjkon shi people,-1
ka2abet rabbe,-1
please naw3yt hal nes tn2le33,-1
mesh 3am fene etnfas,-1
kol khara ma tjibe serto 3a lsenak,-1
mbala kermel elo shaher mosab iza mish aktar,-1
5alas de2elle whatsapp call ta ghanellak yeha ana 7atbakine 3leik kormel weam nano muna 3ena,-1
bas ana eshrab deben byeshrab ma 3m feya tir,-1
la2 abadan meen 2al mkaneknin min fi2 la nrouh 3al uni bil bardet,-1
eh bass zizou 3a2leto sheghel dayyeto,-1
fina nmash trend jdeede esma ana ma bhebb edros please merci,-1
yalla za7it,-1
